,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
194,195,Alberta,Summerview,136.2,SVW29,29/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6208618875643,-113.788183756906,
195,196,Alberta,Summerview,136.2,SVW30,30/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6186635713637,-113.785869725973,
196,197,Alberta,Summerview,136.2,SVW31,31/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6165839715919,-113.783789103261,
197,198,Alberta,Summerview,136.2,SVW32,32/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6145171095781,-113.781629444612,
198,199,Alberta,Summerview,136.2,SVW33,33/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6123424995644,-113.779320031948,
199,200,Alberta,Summerview,136.2,SVW34,34/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6079918957403,-113.778419567455,
200,201,Alberta,Summerview,136.2,SVW35,35/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6058177674366,-113.776161642864,
201,202,Alberta,Summerview,136.2,SVW36,36/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6035848668568,-113.774008991567,
202,203,Alberta,Summerview,136.2,SVW37,37/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.6015116313599,-113.770572756976,
203,204,Alberta,Summerview,136.2,SVW38,38/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.5994575483007,-113.768284637723,
204,205,Alberta,Summerview,136.2,SVW39,39/61,1800.0,80.0,65.0,Vestas,V80/1800,2004,49.5973560556338,-113.766025590012,
205,206,Alberta,Chin Chute,30.0,CHC1,1/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6921945983017,-112.351116309543,
206,207,Alberta,Chin Chute,30.0,CHC2,2/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6908395838324,-112.349434253145,
207,208,Alberta,Chin Chute,30.0,CHC3,3/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6869705256467,-112.342731897636,
208,209,Alberta,Chin Chute,30.0,CHC4,4/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6863078785741,-112.340021411619,
209,210,Alberta,Chin Chute,30.0,CHC5,5/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6856335618287,-112.337513540767,
210,211,Alberta,Chin Chute,30.0,CHC6,6/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.684975831891,-112.334755116876,
211,212,Alberta,Chin Chute,30.0,CHC7,7/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6931907615636,-112.334089744465,
212,213,Alberta,Chin Chute,30.0,CHC8,8/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6922927391074,-112.331437799927,
213,214,Alberta,Chin Chute,30.0,CHC9,9/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6913398353369,-112.329184172314,
214,215,Alberta,Chin Chute,30.0,CHC10,10/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6868346696416,-112.32487944672,
215,216,Alberta,Chin Chute,30.0,CHC11,11/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6856793323452,-112.322205280505,
216,217,Alberta,Chin Chute,30.0,CHC12,12/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6843970966729,-112.320004503698,
217,218,Alberta,Chin Chute,30.0,CHC13,13/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6831912830283,-112.317691485119,
218,219,Alberta,Chin Chute,30.0,CHC14,14/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6821500314594,-112.315418386288,
219,220,Alberta,Chin Chute,30.0,CHC15,15/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6809308109153,-112.313312958604,
220,221,Alberta,Chin Chute,30.0,CHC16,16/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6795852699793,-112.311096918221,
221,222,Alberta,Chin Chute,30.0,CHC17,17/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6784485339622,-112.30877164118,
222,223,Alberta,Chin Chute,30.0,CHC18,18/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6769518721785,-112.305665816036,
223,224,Alberta,Chin Chute,30.0,CHC19,19/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6757050882768,-112.301134395543,
224,225,Alberta,Chin Chute,30.0,CHC20,20/20,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.6746901756538,-112.298564655445,
225,226,Alberta,Soderglen,70.5,SOD1,1/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5383204099064,-113.517080321463,
226,227,Alberta,Soderglen,70.5,SOD2,2/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.536384386078,-113.518862102147,
227,228,Alberta,Soderglen,70.5,SOD3,3/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5350139516609,-113.520016784605,
228,229,Alberta,Soderglen,70.5,SOD4,4/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5334194371055,-113.52137142828,
229,230,Alberta,Soderglen,70.5,SOD5,5/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5318815519397,-113.522912102219,
230,231,Alberta,Soderglen,70.5,SOD6,6/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5313375099097,-113.506855153491,
231,232,Alberta,Soderglen,70.5,SOD7,7/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5299749483849,-113.508924912625,
232,233,Alberta,Soderglen,70.5,SOD8,8/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5282100737209,-113.5106920956,
233,234,Alberta,Soderglen,70.5,SOD9,9/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5268055187576,-113.512238832753,
234,235,Alberta,Soderglen,70.5,SOD10,10/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.53298707543,-113.487172408964,
235,236,Alberta,Soderglen,70.5,SOD11,11/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5318519300481,-113.484967560714,
236,237,Alberta,Soderglen,70.5,SOD12,12/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5305166228574,-113.485919931815,
237,238,Alberta,Soderglen,70.5,SOD13,13/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5292121206255,-113.486557885898,
238,239,Alberta,Soderglen,70.5,SOD14,14/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5280463209417,-113.487695402926,
239,240,Alberta,Soderglen,70.5,SOD15,15/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.525936919649,-113.487943152959,
240,241,Alberta,Soderglen,70.5,SOD16,16/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5241049401566,-113.490059547121,
241,242,Alberta,Soderglen,70.5,SOD17,17/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5212938161926,-113.485539373998,
242,243,Alberta,Soderglen,70.5,SOD18,18/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5202461268276,-113.486306483438,
243,244,Alberta,Soderglen,70.5,SOD19,19/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5184674325482,-113.48745619859,
244,245,Alberta,Soderglen,70.5,SOD20,20/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5164590616261,-113.488606172627,
245,246,Alberta,Soderglen,70.5,SOD21,21/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5146699028856,-113.48965257687,
246,247,Alberta,Soderglen,70.5,SOD22,22/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5132409772783,-113.492231634779,
247,248,Alberta,Soderglen,70.5,SOD23,23/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5116365919348,-113.49441617074,
248,249,Alberta,Soderglen,70.5,SOD24,24/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5102467894547,-113.493474287907,
249,250,Alberta,Soderglen,70.5,SOD25,25/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.501301050694,-113.500872461231,
250,251,Alberta,Soderglen,70.5,SOD26,26/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.499617700839,-113.501435305147,
251,252,Alberta,Soderglen,70.5,SOD27,27/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4980869325151,-113.502210155183,
252,253,Alberta,Soderglen,70.5,SOD28,28/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4964590171499,-113.502747328529,
253,254,Alberta,Soderglen,70.5,SOD29,29/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5046921781764,-113.523482031374,
254,255,Alberta,Soderglen,70.5,SOD30,30/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5025144194263,-113.523114472747,
255,256,Alberta,Soderglen,70.5,SOD31,31/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5019796361305,-113.520849870085,
256,257,Alberta,Soderglen,70.5,SOD32,32/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.5007505679006,-113.518093716371,
257,258,Alberta,Soderglen,70.5,SOD33,33/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4999053293893,-113.516481723467,
258,259,Alberta,Soderglen,70.5,SOD34,34/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4990230335041,-113.514558331966,
259,260,Alberta,Soderglen,70.5,SOD35,35/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4977166074188,-113.513528433375,
260,261,Alberta,Soderglen,70.5,SOD36,36/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4964131670898,-113.512731064951,
261,262,Alberta,Soderglen,70.5,SOD37,37/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4951283837985,-113.512262598933,
262,263,Alberta,Soderglen,70.5,SOD38,38/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4936852612256,-113.51160465545,
263,264,Alberta,Soderglen,70.5,SOD39,39/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4923050443094,-113.511421652353,
264,265,Alberta,Soderglen,70.5,SOD40,40/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4909761684727,-113.510122550377,
265,266,Alberta,Soderglen,70.5,SOD41,41/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4897514246366,-113.509022502787,
266,267,Alberta,Soderglen,70.5,SOD42,42/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4886055750068,-113.508738391912,
267,268,Alberta,Soderglen,70.5,SOD43,43/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4874983813398,-113.507942592542,
268,269,Alberta,Soderglen,70.5,SOD44,44/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4914268454556,-113.52332597243,
269,270,Alberta,Soderglen,70.5,SOD45,45/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.490215269765,-113.52195199196,
270,271,Alberta,Soderglen,70.5,SOD46,46/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.488003688534,-113.52191574543,
271,272,Alberta,Soderglen,70.5,SOD47,47/47,1500.0,77.0,65.0,GE,GE 1.5SLE,2006,49.4877478539666,-113.519612035038,
272,273,Alberta,Oldman River,49.6,OMR1,1/22,1800.0,80.0,60.0,Vestas,V80/1800,2007,49.5657705816154,-113.827556544745,
273,274,Alberta,Oldman River,49.6,OMR2,2/22,1800.0,80.0,60.0,Vestas,V80/1800,2007,49.5622807948955,-113.827069514907,
274,275,Alberta,Blue Trail,66.0,BLT1,1/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6681951252573,-113.489389147017,
275,276,Alberta,Blue Trail,66.0,BLT2,2/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6663597827291,-113.485541307373,
276,277,Alberta,Blue Trail,66.0,BLT3,3/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6643109430293,-113.481723855797,
277,278,Alberta,Blue Trail,66.0,BLT4,4/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6623786564311,-113.477806465673,
278,279,Alberta,Blue Trail,66.0,BLT5,5/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6547942352464,-113.464766232284,
279,280,Alberta,Blue Trail,66.0,BLT6,6/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6529503749498,-113.461608808547,
280,281,Alberta,Blue Trail,66.0,BLT7,7/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6510990419805,-113.458337867216,
281,282,Alberta,Blue Trail,66.0,BLT8,8/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6475682419585,-113.452423718847,
282,283,Alberta,Blue Trail,66.0,BLT9,9/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6453966501522,-113.449079701301,
283,284,Alberta,Blue Trail,66.0,BLT10,10/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6432178905384,-113.445196459371,
284,285,Alberta,Blue Trail,66.0,BLT11,11/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6416895939408,-113.442424796626,
285,286,Alberta,Blue Trail,66.0,BLT12,12/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6568247823667,-113.441341899,
286,287,Alberta,Blue Trail,66.0,BLT13,13/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6554335504229,-113.438211372155,
287,288,Alberta,Blue Trail,66.0,BLT14,14/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.653956146748,-113.435178869792,
288,289,Alberta,Blue Trail,66.0,BLT15,15/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6527068579604,-113.431571502999,
289,290,Alberta,Blue Trail,66.0,BLT16,16/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6511896119233,-113.428179660889,
290,291,Alberta,Blue Trail,66.0,BLT17,17/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6499013320013,-113.424466445592,
291,292,Alberta,Blue Trail,66.0,BLT18,18/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6561275569127,-113.520849326258,
292,293,Alberta,Blue Trail,66.0,BLT19,19/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6544369171162,-113.517471300295,
293,294,Alberta,Blue Trail,66.0,BLT20,20/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6528225015036,-113.514515576908,
294,295,Alberta,Blue Trail,66.0,BLT21,21/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6507841798727,-113.511166623679,
295,296,Alberta,Blue Trail,66.0,BLT22,22/22,3000.0,90.0,80.0,Vestas,V90/3000,2009,49.6492268194823,-113.508096575944,
296,297,Alberta,Ardenville Wind Farm,69.0,AWF1,1/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5487803097965,-113.439305339008,
297,298,Alberta,Ardenville Wind Farm,69.0,AWF2,2/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.546239,-113.441041,
298,299,Alberta,Ardenville Wind Farm,69.0,AWF3,3/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.552287,-113.425995,
299,300,Alberta,Ardenville Wind Farm,69.0,AWF4,4/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.549909,-113.427444,
300,301,Alberta,Ardenville Wind Farm,69.0,AWF5,5/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5475573201614,-113.429832426304,
301,302,Alberta,Ardenville Wind Farm,69.0,AWF6,6/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5447930059817,-113.431561685956,
302,303,Alberta,Ardenville Wind Farm,69.0,AWF7,7/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5424536490371,-113.433033460335,
303,304,Alberta,Ardenville Wind Farm,69.0,AWF8,8/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5400081975066,-113.437891615303,
304,305,Alberta,Ardenville Wind Farm,69.0,AWF9,9/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5374935874552,-113.439137600698,
305,306,Alberta,Ardenville Wind Farm,69.0,AWF10,10/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5352416242982,-113.440429808878,
306,307,Alberta,Ardenville Wind Farm,69.0,AWF11,11/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5330193654017,-113.436975806362,
307,308,Alberta,Ardenville Wind Farm,69.0,AWF12,12/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5306507045775,-113.43848198407,
308,309,Alberta,Ardenville Wind Farm,69.0,AWF13,13/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5320023683247,-113.413736956934,
309,310,Alberta,Ardenville Wind Farm,69.0,AWF14,14/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5346492788023,-113.420209646962,
310,311,Alberta,Ardenville Wind Farm,69.0,AWF15,15/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5662225293536,-113.421353314032,
311,312,Alberta,Ardenville Wind Farm,69.0,AWF16,16/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5682798084993,-113.427522411982,
312,313,Alberta,Ardenville Wind Farm,69.0,AWF17,17/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.570494577831,-113.432642231065,
313,314,Alberta,Ardenville Wind Farm,69.0,AWF18,18/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5715104932398,-113.446183614933,
314,315,Alberta,Ardenville Wind Farm,69.0,AWF19,19/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5650119684824,-113.446056979296,
315,316,Alberta,Ardenville Wind Farm,69.0,AWF20,20/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5627094381252,-113.446505376862,
316,317,Alberta,Ardenville Wind Farm,69.0,AWF21,21/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5896999956816,-113.423923807144,
317,318,Alberta,Ardenville Wind Farm,69.0,AWF22,22/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5882192592673,-113.418397658321,
318,319,Alberta,Ardenville Wind Farm,69.0,AWF23,23/23,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.5854762854986,-113.416381330712,
319,320,Alberta,Ghost Pine Wind Farm,81.6,GPW1,1/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9344318848016,-113.432933904524,
320,321,Alberta,Ghost Pine Wind Farm,81.6,GPW2,2/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9308541704578,-113.432622978167,
321,322,Alberta,Ghost Pine Wind Farm,81.6,GPW3,3/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9280068406203,-113.432530921521,
322,323,Alberta,Ghost Pine Wind Farm,81.6,GPW4,4/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9247428441927,-113.432661784613,
323,324,Alberta,Ghost Pine Wind Farm,81.6,GPW5,5/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9219123422526,-113.435635919257,
324,325,Alberta,Ghost Pine Wind Farm,81.6,GPW6,6/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9185733360147,-113.438283268662,
325,326,Alberta,Ghost Pine Wind Farm,81.6,GPW7,7/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9339394808298,-113.40302359207,
326,327,Alberta,Ghost Pine Wind Farm,81.6,GPW8,8/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9299368592527,-113.402910068607,
327,328,Alberta,Ghost Pine Wind Farm,81.6,GPW9,9/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9271536889107,-113.402251581086,
328,329,Alberta,Ghost Pine Wind Farm,81.6,GPW10,10/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9235559772615,-113.399951228491,
329,330,Alberta,Ghost Pine Wind Farm,81.6,GPW11,11/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9207269923476,-113.400114029536,
330,331,Alberta,Ghost Pine Wind Farm,81.6,GPW12,12/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9175119304311,-113.397154655849,
331,332,Alberta,Ghost Pine Wind Farm,81.6,GPW13,13/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9500111484199,-113.322796824727,
332,333,Alberta,Ghost Pine Wind Farm,81.6,GPW14,14/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9457910143089,-113.32713674508,
333,334,Alberta,Ghost Pine Wind Farm,81.6,GPW15,15/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9458984908031,-113.315763192725,
334,335,Alberta,Ghost Pine Wind Farm,81.6,GPW16,16/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9532723323105,-113.318370018255,
335,336,Alberta,Ghost Pine Wind Farm,81.6,GPW17,17/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.931382638628,-113.321688099019,
336,337,Alberta,Ghost Pine Wind Farm,81.6,GPW18,18/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9266825144347,-113.32169512178,
337,338,Alberta,Ghost Pine Wind Farm,81.6,GPW19,19/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9221132750537,-113.322935256059,
338,339,Alberta,Ghost Pine Wind Farm,81.6,GPW20,20/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9223343500949,-113.332087624947,
339,340,Alberta,Ghost Pine Wind Farm,81.6,GPW21,21/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8948862769283,-113.373496115975,
340,341,Alberta,Ghost Pine Wind Farm,81.6,GPW22,22/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8987579020491,-113.365102796022,
341,342,Alberta,Ghost Pine Wind Farm,81.6,GPW23,23/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9022759683557,-113.36114261527,
342,343,Alberta,Ghost Pine Wind Farm,81.6,GPW24,24/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9049597562878,-113.355612280699,
343,344,Alberta,Ghost Pine Wind Farm,81.6,GPW25,25/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.90700469934,-113.339566528582,
344,345,Alberta,Ghost Pine Wind Farm,81.6,GPW26,26/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.9060854367426,-113.327327654245,
345,346,Alberta,Ghost Pine Wind Farm,81.6,GPW27,27/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8852977031063,-113.323190712438,
346,347,Alberta,Ghost Pine Wind Farm,81.6,GPW28,28/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8794114544032,-113.32551959992,
347,348,Alberta,Ghost Pine Wind Farm,81.6,GPW29,29/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8798294330189,-113.316123200148,
348,349,Alberta,Ghost Pine Wind Farm,81.6,GPW30,30/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8751331042746,-113.323301189637,
349,350,Alberta,Ghost Pine Wind Farm,81.6,GPW31,31/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8759610208188,-113.315996357706,
350,351,Alberta,Ghost Pine Wind Farm,81.6,GPW32,32/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8724843167844,-113.318260888099,
351,352,Alberta,Ghost Pine Wind Farm,81.6,GPW33,33/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8701586697876,-113.315958320827,
352,353,Alberta,Ghost Pine Wind Farm,81.6,GPW34,34/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8692252681205,-113.307400294376,
353,354,Alberta,Ghost Pine Wind Farm,81.6,GPW35,35/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8726537278746,-113.301527952267,
354,355,Alberta,Ghost Pine Wind Farm,81.6,GPW36,36/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8731756000433,-113.388336640225,
355,356,Alberta,Ghost Pine Wind Farm,81.6,GPW37,37/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8701635951932,-113.392177054255,
356,357,Alberta,Ghost Pine Wind Farm,81.6,GPW38,38/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8690004061717,-113.384603256128,
357,358,Alberta,Ghost Pine Wind Farm,81.6,GPW39,39/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8663364478645,-113.393621902414,
358,359,Alberta,Ghost Pine Wind Farm,81.6,GPW40,40/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8628430610892,-113.399315336478,
359,360,Alberta,Ghost Pine Wind Farm,81.6,GPW41,41/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8596615170951,-113.393798945521,
360,361,Alberta,Ghost Pine Wind Farm,81.6,GPW42,42/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8592931169144,-113.387326418364,
361,362,Alberta,Ghost Pine Wind Farm,81.6,GPW43,43/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8635502420366,-113.389479783706,
362,363,Alberta,Ghost Pine Wind Farm,81.6,GPW44,44/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8974964190808,-113.439151741018,
363,364,Alberta,Ghost Pine Wind Farm,81.6,GPW45,45/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.89410762152,-113.438783891541,
364,365,Alberta,Ghost Pine Wind Farm,81.6,GPW46,46/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8906062452571,-113.444754637036,
365,366,Alberta,Ghost Pine Wind Farm,81.6,GPW47,47/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8905976923937,-113.434435340015,
366,367,Alberta,Ghost Pine Wind Farm,81.6,GPW48,48/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8548763080042,-113.282432267519,
367,368,Alberta,Ghost Pine Wind Farm,81.6,GPW49,49/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.85472692705,-113.299024156321,
368,369,Alberta,Ghost Pine Wind Farm,81.6,GPW50,50/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8608659272328,-113.303786620035,
369,370,Alberta,Ghost Pine Wind Farm,81.6,GPW51,51/51,1600.0,100.0,80.0,GE,GE 1.6-100,2010,51.8587963084267,-113.284113507004,
370,371,Alberta,Summerview,136.2,SVW40,40/61,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.6392613854151,-113.788210427229,
371,372,Alberta,Summerview,136.2,SVW41,41/61,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.6370952327926,-113.785960359411,
372,373,Alberta,Summerview,136.2,SVW42,42/61,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.6352005326131,-113.783903076919,
373,374,Alberta,Summerview,136.2,SVW43,43/61,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.6328878863926,-113.781478578043,
374,375,Alberta,Summerview,136.2,SVW44,44/61,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.6027169051032,-113.756681013054,
375,376,Alberta,Summerview,136.2,SVW45,45/61,3000.0,90.0,80.0,Vestas,V90/3000,2010,49.600566202879,-113.754097946288,
